"Series ID","Industry","State"
"SMU45000000600000001","Goods Producing","South Carolina"
"SMU45000000700000001","Service-Providing","South Carolina"
"SMU45000000800000001","Private Service Providing","South Carolina"
"SMU45000001000000001","Mining and Logging","South Carolina"
"SMU45000001500000001","Mining, Logging and Construction","South Carolina"
"SMU45000002000000001","Construction","South Carolina"
"SMU45000002023600001","Construction of Buildings","South Carolina"
"SMU45000002023700001","Heavy and Civil Engineering Construction","South Carolina"
"SMU45000002023800001","Specialty Trade Contractors","South Carolina"
"SMU45000003000000001","Manufacturing","South Carolina"
"SMU45000003100000001","Durable Goods","South Carolina"
"SMU45000003133200001","Fabricated Metal Product Manufacturing","South Carolina"
"SMU45000003133600001","Transportation Equipment Manufacturing","South Carolina"
"SMU45000003200000001","Non-Durable Goods","South Carolina"
"SMU45000003231300001","Textile Mills","South Carolina"
"SMU45000003232600001","Plastics and Rubber Products Manufacturing","South Carolina"
"SMU45000004000000001","Trade, Transportation, and Utilities","South Carolina"
"SMU45000004100000001","Wholesale Trade","South Carolina"
"SMU45000004142300001","Merchant Wholesalers, Durable Goods","South Carolina"
"SMU45000004142400001","Merchant Wholesalers, Nondurable Goods","South Carolina"
"SMU45000004200000001","Retail Trade","South Carolina"
"SMU45000004244100001","Motor Vehicle and Parts Dealers","South Carolina"
"SMU45000004244500001","Food and Beverage Stores","South Carolina"
"SMU45000004244600001","Health and Personal Care Stores","South Carolina"
"SMU45000004244800001","Clothing and Clothing Accessories Stores","South Carolina"
"SMU45000004245200001","General Merchandise Stores","South Carolina"
"SMU45000004300000001","Transportation, Warehousing, and Utilities","South Carolina"
"SMU45000004322000001","Utilities","South Carolina"
"SMU45000004340008901","Transportation and Warehousing","South Carolina"
"SMU45000005000000001","Information","South Carolina"
"SMU45000005500000001","Financial Activities","South Carolina"
"SMU45000005552000001","Finance and Insurance","South Carolina"
"SMU45000005552200001","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","South Carolina"
"SMU45000005553000001","Real Estate and Rental and Leasing","South Carolina"
"SMU45000006000000001","Professional and Business Services","South Carolina"
"SMU45000006054000001","Professional, Scientific, and Technical Services","South Carolina"
"SMU45000006054130001","Architectural, Engineering, and Related Services","South Carolina"
"SMU45000006055000001","Management of Companies and Enterprises","South Carolina"
"SMU45000006056000001","Administrative and Support and Waste Management and Remediation Services","South Carolina"
"SMU45000006056100001","Administrative and Support Services","South Carolina"
"SMU45000006056130001","Employment Services","South Carolina"
"SMU45000006056170001","Services to Buildings and Dwellings","South Carolina"
"SMU45000006500000001","Education and Health Services","South Carolina"
"SMU45000006561000001","Educational Services","South Carolina"
"SMU45000006562000001","Health Care and Social Assistance","South Carolina"
"SMU45000006562100001","Ambulatory Health Care Services","South Carolina"
"SMU45000006562200001","Hospitals","South Carolina"
"SMU45000006562300001","Nursing and Residential Care Facilities","South Carolina"
"SMU45000007000000001","Leisure and Hospitality","South Carolina"
"SMU45000007071000001","Arts, Entertainment, and Recreation","South Carolina"
"SMU45000007071300001","Amusement, Gambling, and Recreation Industries","South Carolina"
"SMU45000007072000001","Accommodation and Food Services","South Carolina"
"SMU45000007072100001","Accommodation","South Carolina"
"SMU45000007072200001","Food Services and Drinking Places","South Carolina"
"SMU45000008000000001","Other Services","South Carolina"
"SMU45000008081100001","Repair and Maintenance","South Carolina"
"SMU45000008081200001","Personal and Laundry Services","South Carolina"
"SMU45000009000000001","Government","South Carolina"
"SMU45000009091000001","Federal Government","South Carolina"
"SMU45000009092000001","State Government","South Carolina"
"SMU45000009092161101","State Government Educational Services","South Carolina"
"SMU45000009092200001","State Government Excluding Education","South Carolina"
"SMU45000009093000001","Local Government","South Carolina"
"SMU45000009093161101","Local Government Educational Services","South Carolina"
"SMU45000009093200001","Local Government excluding Educational Services","South Carolina"
"SMU56000000000000001","Total Nonfarm","Wyoming"
"SMU56000000500000001","Total Private","Wyoming"
"SMU56000000600000001","Goods Producing","Wyoming"
"SMU56000000700000001","Service-Providing","Wyoming"
"SMU56000000800000001","Private Service Providing","Wyoming"
"SMU56000001000000001","Mining and Logging","Wyoming"
"SMU56000001021000001","Mining, Quarrying, and Oil and Gas Extraction","Wyoming"
"SMU56000001021100001","Oil and Gas Extraction","Wyoming"
"SMU56000001021200001","Mining (except Oil and Gas)","Wyoming"
"SMU56000001021210001","Coal Mining","Wyoming"
"SMU56000001021300001","Support Activities for Mining","Wyoming"
"SMU56000001021311201","Support Activities for Oil and Gas Operations","Wyoming"
"SMU56000001500000001","Mining, Logging and Construction","Wyoming"
"SMU56000002000000001","Construction","Wyoming"
"SMU56000002023600001","Construction of Buildings","Wyoming"
"SMU56000002023700001","Heavy and Civil Engineering Construction","Wyoming"
"SMU56000002023800001","Specialty Trade Contractors","Wyoming"
"SMU56000003000000001","Manufacturing","Wyoming"
"SMU56000003100000001","Durable Goods","Wyoming"
"SMU56000003200000001","Non-Durable Goods","Wyoming"
"SMU56000004000000001","Trade, Transportation, and Utilities","Wyoming"
"SMU56000004100000001","Wholesale Trade","Wyoming"
"SMU56000004142300001","Merchant Wholesalers, Durable Goods","Wyoming"
"SMU56000004200000001","Retail Trade","Wyoming"
"SMU56000004244100001","Motor Vehicle and Parts Dealers","Wyoming"
"SMU56000004244500001","Food and Beverage Stores","Wyoming"
"SMU56000004244510001","Grocery Stores","Wyoming"
"SMU56000004244700001","Gasoline Stations","Wyoming"
"SMU56000004245200001","General Merchandise Stores","Wyoming"
"SMU56000004245300001","Miscellaneous Store Retailers","Wyoming"
"SMU56000004300000001","Transportation, Warehousing, and Utilities","Wyoming"
"SMU56000004322000001","Utilities","Wyoming"
"SMU56000004340008901","Transportation and Warehousing","Wyoming"
"SMU56000004348400001","Truck Transportation","Wyoming"
"SMU56000005000000001","Information","Wyoming"
"SMU56000005500000001","Financial Activities","Wyoming"
"SMU56000005552000001","Finance and Insurance","Wyoming"
"SMU56000005553000001","Real Estate and Rental and Leasing","Wyoming"
"SMU56000006000000001","Professional and Business Services","Wyoming"
"SMU56000006054000001","Professional, Scientific, and Technical Services","Wyoming"
"SMU56000006054130001","Architectural, Engineering, and Related Services","Wyoming"
"SMU56000006055000001","Management of Companies and Enterprises","Wyoming"
"SMU56000006056000001","Administrative and Support and Waste Management and Remediation Services","Wyoming"
"SMU56000006500000001","Education and Health Services","Wyoming"
"SMU56000006561000001","Educational Services","Wyoming"
"SMU56000006562000001","Health Care and Social Assistance","Wyoming"
"SMU56000006562100001","Ambulatory Health Care Services","Wyoming"
"SMU56000006562110001","Offices of Physicians","Wyoming"
"SMU56000006562200001","Hospitals","Wyoming"
"SMU56000006562300001","Nursing and Residential Care Facilities","Wyoming"
"SMU56000006562400001","Social Assistance","Wyoming"
"SMU56000007000000001","Leisure and Hospitality","Wyoming"
"SMU56000007071000001","Arts, Entertainment, and Recreation","Wyoming"
"SMU56000007072000001","Accommodation and Food Services","Wyoming"
"SMU56000007072100001","Accommodation","Wyoming"
"SMU56000007072200001","Food Services and Drinking Places","Wyoming"
"SMU56000008000000001","Other Services","Wyoming"
"SMU56000008081100001","Repair and Maintenance","Wyoming"
"SMU56000009000000001","Government","Wyoming"
"SMU56000009091000001","Federal Government","Wyoming"
"SMU56000009092000001","State Government","Wyoming"
"SMU56000009092161101","State Government Educational Services","Wyoming"
"SMU56000009092200001","State Government Excluding Education","Wyoming"
"SMU56000009093000001","Local Government","Wyoming"
"SMU56000009093161101","Local Government Educational Services","Wyoming"
"SMU56000009093200001","Local Government excluding Educational Services","Wyoming"
"SMU56000009093262201","Local Government Hospitals","Wyoming"
"SMU55000000000000001","Total Nonfarm","Wisconsin"
"SMU55000000500000001","Total Private","Wisconsin"
"SMU55000000600000001","Goods Producing","Wisconsin"
"SMU55000000700000001","Service-Providing","Wisconsin"
"SMU55000000800000001","Private Service Providing","Wisconsin"
"SMU55000001000000001","Mining and Logging","Wisconsin"
"SMU55000001500000001","Mining, Logging and Construction","Wisconsin"
"SMU55000002000000001","Construction","Wisconsin"
"SMU55000002023600001","Construction of Buildings","Wisconsin"
"SMU55000002023700001","Heavy and Civil Engineering Construction","Wisconsin"
"SMU55000002023800001","Specialty Trade Contractors","Wisconsin"
"SMU55000002023820001","Building Equipment Contractors","Wisconsin"
"SMU55000003000000001","Manufacturing","Wisconsin"
"SMU55000003100000001","Durable Goods","Wisconsin"
"SMU55000003132100001","Wood Product Manufacturing","Wisconsin"
"SMU55000003133200001","Fabricated Metal Product Manufacturing","Wisconsin"
"SMU55000003133300001","Machinery Manufacturing","Wisconsin"
"SMU55000003133500001","Electrical Equipment, Appliance, and Component Manufacturing","Wisconsin"
"SMU55000003133600001","Transportation Equipment Manufacturing","Wisconsin"
"SMU55000003200000001","Non-Durable Goods","Wisconsin"
"SMU55000003231100001","Food Manufacturing","Wisconsin"
"SMU55000003231160001","Animal Slaughtering and Processing","Wisconsin"
"SMU55000003232200001","Paper Manufacturing","Wisconsin"
"SMU55000003232300001","Printing and Related Support Activities","Wisconsin"
"SMU55000003232600001","Plastics and Rubber Products Manufacturing","Wisconsin"
"SMU55000003232610001","Plastics Product Manufacturing","Wisconsin"
"SMU55000004000000001","Trade, Transportation, and Utilities","Wisconsin"
"SMU55000004100000001","Wholesale Trade","Wisconsin"
"SMU55000004142300001","Merchant Wholesalers, Durable Goods","Wisconsin"
"SMU55000004142400001","Merchant Wholesalers, Nondurable Goods","Wisconsin"
"SMU55000004142440001","Grocery and Related Product Merchant Wholesalers","Wisconsin"
"SMU55000004200000001","Retail Trade","Wisconsin"
"SMU55000004244100001","Motor Vehicle and Parts Dealers","Wisconsin"
"SMU55000004244400001","Building Material and Garden Equipment and Supplies Dealers","Wisconsin"
"SMU55000004244500001","Food and Beverage Stores","Wisconsin"
"SMU55000004244510001","Grocery Stores","Wisconsin"
"SMU55000004244700001","Gasoline Stations","Wisconsin"
"SMU55000004245200001","General Merchandise Stores","Wisconsin"
"SMU55000004245220001","Department Stores","Wisconsin"
"SMU55000004245400001","Nonstore Retailers","Wisconsin"
"SMU55000004245410001","Electronic Shopping and Mail-Order Houses","Wisconsin"
"SMU55000004300000001","Transportation, Warehousing, and Utilities","Wisconsin"
"SMU55000004322000001","Utilities","Wisconsin"
"SMU55000004340008901","Transportation and Warehousing","Wisconsin"
"SMU55000004348400001","Truck Transportation","Wisconsin"
"SMU55000005000000001","Information","Wisconsin"
"SMU55000005500000001","Financial Activities","Wisconsin"
"SMU55000005552000001","Finance and Insurance","Wisconsin"
"SMU55000005552200001","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","Wisconsin"
"SMU55000005552210001","Depository Credit Intermediation including Monetary Authorities - Central Bank","Wisconsin"
"SMU55000005552400001","Insurance Carriers and Related Activities","Wisconsin"
"SMU55000005553000001","Real Estate and Rental and Leasing","Wisconsin"
"SMU55000006000000001","Professional and Business Services","Wisconsin"
"SMU55000006054000001","Professional, Scientific, and Technical Services","Wisconsin"
"SMU55000006054130001","Architectural, Engineering, and Related Services","Wisconsin"
"SMU55000006055000001","Management of Companies and Enterprises","Wisconsin"
"SMU55000006056000001","Administrative and Support and Waste Management and Remediation Services","Wisconsin"
"SMU55000006056130001","Employment Services","Wisconsin"
"SMU55000006056170001","Services to Buildings and Dwellings","Wisconsin"
"SMU55000006500000001","Education and Health Services","Wisconsin"
"SMU55000006561000001","Educational Services","Wisconsin"
"SMU55000006561130001","Colleges, Universities, and Professional Schools","Wisconsin"
"SMU55000006562000001","Health Care and Social Assistance","Wisconsin"
"SMU55000006562100001","Ambulatory Health Care Services","Wisconsin"
"SMU55000006562110001","Offices of Physicians","Wisconsin"
"SMU55000006562140001","Outpatient Care Centers","Wisconsin"
"SMU55000006562200001","Hospitals","Wisconsin"
"SMU55000006562300001","Nursing and Residential Care Facilities","Wisconsin"
"SMU55000006562310001","Nursing Care Facilities (Skilled Nursing Facilities)","Wisconsin"
"SMU55000006562400001","Social Assistance","Wisconsin"
"SMU55000007000000001","Leisure and Hospitality","Wisconsin"
"SMU55000007071000001","Arts, Entertainment, and Recreation","Wisconsin"
"SMU55000007072000001","Accommodation and Food Services","Wisconsin"
"SMU55000007072100001","Accommodation","Wisconsin"
"SMU55000007072200001","Food Services and Drinking Places","Wisconsin"
"SMU55000007072240001","Drinking Places (Alcoholic Beverages)","Wisconsin"
"SMU55000007072250001","Restaurants and Other Eating Places","Wisconsin"
"SMU55000007072251101","Full-Service Restaurants","Wisconsin"
"SMU55000007072259001","Limited-Service Restaurants and Other Eating Places","Wisconsin"
"SMU55000008000000001","Other Services","Wisconsin"
"SMU55000008081100001","Repair and Maintenance","Wisconsin"
"SMU55000008081200001","Personal and Laundry Services","Wisconsin"
"SMU55000008081300001","Religious, Grantmaking, Civic, Professional, and Similar Organizations","Wisconsin"
"SMU55000009000000001","Government","Wisconsin"
"SMU55000009091000001","Federal Government","Wisconsin"
"SMU55000009092000001","State Government","Wisconsin"
"SMU55000009092161101","State Government Educational Services","Wisconsin"
"SMU55000009092200001","State Government Excluding Education","Wisconsin"
"SMU55000009093000001","Local Government","Wisconsin"
"SMU55000009093161101","Local Government Educational Services","Wisconsin"
"SMU55000009093200001","Local Government excluding Educational Services","Wisconsin"
"SMU27000000000000001","Total Nonfarm","Minnesota"
"SMU27000000500000001","Total Private","Minnesota"
"SMU27000000600000001","Goods Producing","Minnesota"
"SMU27000000700000001","Service-Providing","Minnesota"
"SMU27000000800000001","Private Service Providing","Minnesota"
"SMU27000001000000001","Mining and Logging","Minnesota"
"SMU27000001500000001","Mining, Logging and Construction","Minnesota"
"SMU27000002000000001","Construction","Minnesota"
"SMU27000002023600001","Construction of Buildings","Minnesota"
"SMU27000002023610001","Residential Building Construction","Minnesota"
"SMU27000002023700001","Heavy and Civil Engineering Construction","Minnesota"
"SMU27000002023800001","Specialty Trade Contractors","Minnesota"
"SMU27000002023810001","Foundation, Structure, and Building Exterior Contractors","Minnesota"
"SMU27000002023820001","Building Equipment Contractors","Minnesota"
"SMU27000003000000001","Manufacturing","Minnesota"
"SMU27000003100000001","Durable Goods","Minnesota"
"SMU27000003132100001","Wood Product Manufacturing","Minnesota"
"SMU27000003133200001","Fabricated Metal Product Manufacturing","Minnesota"
"SMU27000003133270001","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Minnesota"
"SMU27000003133300001","Machinery Manufacturing","Minnesota"
"SMU27000003133400001","Computer and Electronic Product Manufacturing","Minnesota"
"SMU27000003133450001","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Minnesota"
"SMU27000003133600001","Transportation Equipment Manufacturing","Minnesota"
"SMU27000003133900001","Miscellaneous durable goods manufacturing","Minnesota"
"SMU27000003133910001","Medical Equipment and Supplies Manufacturing","Minnesota"
"SMU27000003200000001","Non-Durable Goods","Minnesota"
"SMU27000003231100001","Food Manufacturing","Minnesota"
"SMU27000003231160001","Animal Slaughtering and Processing","Minnesota"
"SMU27000004000000001","Trade, Transportation, and Utilities","Minnesota"
"SMU27000004100000001","Wholesale Trade","Minnesota"
"SMU27000004142300001","Merchant Wholesalers, Durable Goods","Minnesota"
"SMU27000004142400001","Merchant Wholesalers, Nondurable Goods","Minnesota"
"SMU27000004142500001","Wholesale Electronic Markets and Agents and Brokers","Minnesota"
"SMU27000004200000001","Retail Trade","Minnesota"
"SMU27000004244100001","Motor Vehicle and Parts Dealers","Minnesota"
"SMU27000004244400001","Building Material and Garden Equipment and Supplies Dealers","Minnesota"
"SMU27000004244500001","Food and Beverage Stores","Minnesota"
"SMU27000004244510001","Grocery Stores","Minnesota"
"SMU27000004244700001","Gasoline Stations","Minnesota"
"SMU27000004245200001","General Merchandise Stores","Minnesota"
"SMU27000004245220001","Department Stores","Minnesota"
"SMU27000004245300001","Miscellaneous Store Retailers","Minnesota"
"SMU27000004300000001","Transportation, Warehousing, and Utilities","Minnesota"
"SMU27000004322000001","Utilities","Minnesota"
"SMU27000004340008901","Transportation and Warehousing","Minnesota"
"SMU27000004348400001","Truck Transportation","Minnesota"
"SMU27000004349200001","Couriers and Messengers","Minnesota"
"SMU27000005000000001","Information","Minnesota"
"SMU27000005051100001","Publishing Industries (except Internet)","Minnesota"
"SMU27000005051700001","Telecommunications","Minnesota"
"SMU27000005500000001","Financial Activities","Minnesota"
"SMU27000005552000001","Finance and Insurance","Minnesota"
"SMU27000005552200001","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","Minnesota"
"SMU27000005552210001","Depository Credit Intermediation including Monetary Authorities - Central Bank","Minnesota"
"SMU27000005552220001","Nondepository Credit Intermediation","Minnesota"
"SMU27000005552300001","Financial Investments and Related Activities including Financial Vehicles","Minnesota"
"SMU27000005552400001","Insurance Carriers and Related Activities","Minnesota"
"SMU27000005552410001","Insurance Carriers","Minnesota"
"SMU27000005552420001","Agencies, Brokerages, and Other Insurance Related Activities","Minnesota"
"SMU27000005553000001","Real Estate and Rental and Leasing","Minnesota"
"SMU27000005553100001","Real Estate","Minnesota"
"SMU27000006000000001","Professional and Business Services","Minnesota"
"SMU27000006054000001","Professional, Scientific, and Technical Services","Minnesota"
"SMU27000006054110001","Legal Services","Minnesota"
"SMU27000006054120001","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Minnesota"
"SMU27000006054130001","Architectural, Engineering, and Related Services","Minnesota"
"SMU27000006054150001","Computer Systems Design and Related Services","Minnesota"
"SMU27000006055000001","Management of Companies and Enterprises","Minnesota"
"SMU27000006056000001","Administrative and Support and Waste Management and Remediation Services","Minnesota"
"SMU27000006056130001","Employment Services","Minnesota"
"SMU27000006056170001","Services to Buildings and Dwellings","Minnesota"
"SMU27000006500000001","Education and Health Services","Minnesota"
"SMU27000006561000001","Educational Services","Minnesota"
"SMU27000006561110001","Elementary and Secondary Schools","Minnesota"
"SMU27000006561130001","Colleges, Universities, and Professional Schools","Minnesota"
"SMU27000006562000001","Health Care and Social Assistance","Minnesota"
"SMU27000006562100001","Ambulatory Health Care Services","Minnesota"
"SMU27000006562110001","Offices of Physicians","Minnesota"
"SMU27000006562120001","Offices of Dentists","Minnesota"
"SMU27000006562200001","Hospitals","Minnesota"
"SMU27000006562300001","Nursing and Residential Care Facilities","Minnesota"
"SMU27000006562310001","Nursing Care Facilities (Skilled Nursing Facilities)","Minnesota"
"SMU27000006562400001","Social Assistance","Minnesota"
"SMU27000007000000001","Leisure and Hospitality","Minnesota"
"SMU27000007071000001","Arts, Entertainment, and Recreation","Minnesota"
"SMU27000007072000001","Accommodation and Food Services","Minnesota"
"SMU27000007072100001","Accommodation","Minnesota"
"SMU27000007072200001","Food Services and Drinking Places","Minnesota"
"SMU27000007072250001","Restaurants and Other Eating Places","Minnesota"
"SMU27000007072251101","Full-Service Restaurants","Minnesota"
"SMU27000007072259001","Limited-Service Restaurants and Other Eating Places","Minnesota"
"SMU27000008000000001","Other Services","Minnesota"
"SMU27000008081100001","Repair and Maintenance","Minnesota"
"SMU27000008081200001","Personal and Laundry Services","Minnesota"
"SMU27000008081300001","Religious, Grantmaking, Civic, Professional, and Similar Organizations","Minnesota"
"SMU27000009000000001","Government","Minnesota"
"SMU27000009091000001","Federal Government","Minnesota"
"SMU27000009091912001","U.S. Postal Service","Minnesota"
"SMU27000009092000001","State Government","Minnesota"
"SMU27000009092161101","State Government Educational Services","Minnesota"
"SMU27000009092200001","State Government Excluding Education","Minnesota"
"SMU27000009093000001","Local Government","Minnesota"
"SMU27000009093161101","Local Government Educational Services","Minnesota"
"SMU27000009093200001","Local Government excluding Educational Services","Minnesota"
"SMU24000000000000001","Total Nonfarm","Maryland"
"SMU24000000500000001","Total Private","Maryland"
"SMU24000000600000001","Goods Producing","Maryland"
"SMU24000000700000001","Service-Providing","Maryland"
"SMU24000000800000001","Private Service Providing","Maryland"
"SMU24000001000000001","Mining and Logging","Maryland"
"SMU24000001500000001","Mining, Logging and Construction","Maryland"
"SMU24000002000000001","Construction","Maryland"
"SMU24000002023600001","Construction of Buildings","Maryland"
"SMU24000002023700001","Heavy and Civil Engineering Construction","Maryland"
"SMU24000002023800001","Specialty Trade Contractors","Maryland"
"SMU24000003000000001","Manufacturing","Maryland"
"SMU24000003100000001","Durable Goods","Maryland"
"SMU24000003133400001","Computer and Electronic Product Manufacturing","Maryland"
"SMU24000003133600001","Transportation Equipment Manufacturing","Maryland"
"SMU24000003200000001","Non-Durable Goods","Maryland"
"SMU24000004000000001","Trade, Transportation, and Utilities","Maryland"
"SMU24000004100000001","Wholesale Trade","Maryland"
"SMU24000004142300001","Merchant Wholesalers, Durable Goods","Maryland"
"SMU24000004142400001","Merchant Wholesalers, Nondurable Goods","Maryland"
"SMU24000004200000001","Retail Trade","Maryland"
"SMU24000004244100001","Motor Vehicle and Parts Dealers","Maryland"
"SMU24000004244500001","Food and Beverage Stores","Maryland"
"SMU24000004244510001","Grocery Stores","Maryland"
"SMU24000004244600001","Health and Personal Care Stores","Maryland"
"SMU24000004244800001","Clothing and Clothing Accessories Stores","Maryland"
"SMU24000004245200001","General Merchandise Stores","Maryland"
"SMU24000004245220001","Department Stores","Maryland"
"SMU24000004300000001","Transportation, Warehousing, and Utilities","Maryland"
"SMU24000004322000001","Utilities","Maryland"
"SMU24000004340008901","Transportation and Warehousing","Maryland"
"SMU24000004348400001","Truck Transportation","Maryland"
"SMU24000005000000001","Information","Maryland"
"SMU24000005051700001","Telecommunications","Maryland"
"SMU24000005500000001","Financial Activities","Maryland"
"SMU24000005552000001","Finance and Insurance","Maryland"
"SMU24000005552200001","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","Maryland"
"SMU24000005552210001","Depository Credit Intermediation including Monetary Authorities - Central Bank","Maryland"
"SMU24000005552400001","Insurance Carriers and Related Activities","Maryland"
"SMU24000005552410001","Insurance Carriers","Maryland"
"SMU24000005553000001","Real Estate and Rental and Leasing","Maryland"
"SMU24000006000000001","Professional and Business Services","Maryland"
"SMU24000006054000001","Professional, Scientific, and Technical Services","Maryland"
"SMU24000006054110001","Legal Services","Maryland"
"SMU24000006054120001","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Maryland"
"SMU24000006054130001","Architectural, Engineering, and Related Services","Maryland"
"SMU24000006054150001","Computer Systems Design and Related Services","Maryland"
"SMU24000006054160001","Management, Scientific, and Technical Consulting Services","Maryland"
"SMU24000006054170001","Scientific Research and Development Services","Maryland"
"SMU24000006055000001","Management of Companies and Enterprises","Maryland"
"SMU24000006056000001","Administrative and Support and Waste Management and Remediation Services","Maryland"
"SMU24000006056130001","Employment Services","Maryland"
"SMU24000006056170001","Services to Buildings and Dwellings","Maryland"
"SMU24000006500000001","Education and Health Services","Maryland"
"SMU24000006561000001","Educational Services","Maryland"
"SMU24000006562000001","Health Care and Social Assistance","Maryland"
"SMU24000006562100001","Ambulatory Health Care Services","Maryland"
"SMU24000006562110001","Offices of Physicians","Maryland"
"SMU24000006562200001","Hospitals","Maryland"
"SMU24000006562210001","General Medical and Surgical Hospitals","Maryland"
"SMU24000006562300001","Nursing and Residential Care Facilities","Maryland"
"SMU24000006562310001","Nursing Care Facilities (Skilled Nursing Facilities)","Maryland"
"SMU24000006562400001","Social Assistance","Maryland"
"SMU24000007000000001","Leisure and Hospitality","Maryland"
"SMU24000007071000001","Arts, Entertainment, and Recreation","Maryland"
"SMU24000007072000001","Accommodation and Food Services","Maryland"
